,uuid,city,visual_complexity
203,51ec36d1-ebec-4b77-bd7d-1e89f27aca3c,Amsterdam,0.9531714299173158
204,4561e73c-d90a-403f-8835-d06a4d522c90,Amsterdam,1.5660872799939487
205,dcd4eb34-f46d-4d50-bcf3-02bf2fcf7d35,Amsterdam,1.4158386224755044
206,0ed28ec8-eaa2-4b51-b39f-8aa357a01668,Amsterdam,1.0147149388487557
207,20179c97-5c81-4e04-89af-264c96a6533c,Amsterdam,1.594612577035929
208,099de9e4-c225-4200-991c-8ec147c7365b,Amsterdam,1.7318227740623806
209,706937b6-ce2c-4d98-ab51-b279bea6d3e7,Amsterdam,1.9154065051241733
210,7db2851e-b7b3-4581-9846-8b6c425ddd19,Amsterdam,1.9417251026041198
211,fbdfadda-4f1a-469e-aead-b05ad46334ca,Amsterdam,1.51567602833129
212,2d7fbbbe-6540-4401-9d85-865b677422ef,Amsterdam,1.3967821112216243
213,11fc9845-a916-47a8-80df-08ce108c1af0,Amsterdam,1.8345855877250121
214,e436699b-0134-495c-bb9e-001993b57668,Amsterdam,1.9523495296102344
215,6cf8d694-4b6f-4b42-95ba-879ac1cfca95,Amsterdam,2.1965530653510896
216,664a9ddc-cbda-404a-9e73-9f76545fd2b7,Amsterdam,1.2632340193614857
217,8d5cc980-89ba-4dd6-b571-21f7eca8d0f6,Amsterdam,1.8287936225547108
218,8af40186-2f66-4dcc-a3f5-d53cbf22fd0e,Amsterdam,1.8441587841354732
219,23388f54-816f-455b-bb3b-ed5ac75db8fe,Amsterdam,1.8136203063673828
220,b05091cf-9709-4e9d-ab21-ff37dc50f9ac,Amsterdam,1.765668970095085
221,e59a94aa-a62f-4845-a46e-370e80f40805,Amsterdam,2.1676007431655195
222,c1c81e0c-de76-4334-b566-a269ff4d64c5,Amsterdam,1.7084233646760087
223,fb62bdf1-9eb4-4bf8-b034-a131242bf19c,Amsterdam,1.7843340572492763
224,bc2f706a-26f4-4cda-ae4e-5c1a3d2e597c,Amsterdam,0.9313695301898334
225,2f6f3f5d-942f-45a4-b6dc-357284766160,Amsterdam,1.2296052552328312
226,f58d1c09-270f-4dc5-a756-d3f4092b9d37,Amsterdam,1.729333381775177
227,403a58bf-04f8-4dd3-9027-faabf5f9abdc,Amsterdam,1.3557103964780102
228,b8844732-4332-43b5-b8bb-8c97f2a06b00,Amsterdam,1.7431428571878462
229,fe9e54fc-a666-43c9-9efa-e1df9ad8c0e8,Amsterdam,1.88034325721899
230,d9cc2f33-78ec-4a9a-ab07-6ad7a202c271,Amsterdam,1.5866727253857056
231,884c7c4f-60cd-4c05-901a-22dc154f5e2a,Amsterdam,1.5885843565426654
232,0d596880-fd95-49f9-b1aa-1e871f25d307,Amsterdam,1.856867633634653
233,2bacbdcf-843a-4a2b-bd59-a5b4d212f553,Amsterdam,1.2465937045748263
234,542602d7-a03a-4d84-8413-182206f77272,Amsterdam,1.7627831177875786
235,d7c4c25f-40f1-43cd-a521-8b719fd7aa30,Amsterdam,1.3345922416985063
236,ba132768-f412-499a-b353-a4a8f9284a77,Amsterdam,1.3148532758508966
237,421ddf9e-e6e7-4eb2-8dab-84a5c2fe158f,Amsterdam,2.2102403166997675
238,e486e2cd-ea92-4c4b-a75d-ab82690fb7d9,Amsterdam,1.541199706500121
239,af2f9965-152c-4684-8a65-233bb51da6f9,Amsterdam,1.7042204157251934
240,4f52983e-2ea1-49ed-b1b4-04e2a7d0f88e,Amsterdam,2.0356818584571936
241,2aebfb14-a6d6-4116-967b-f3c9bcac2b42,Amsterdam,1.5308177688501627
242,c9fc9db1-6a4f-411f-841d-b2d053c4070f,Amsterdam,1.6819092469810877
